i,appt,e,t,l,g,h,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49,s50,s51,s52,s53,s54,s55,s56,s57,s58,s59,s60,s61,s62,s63,s64,s65,s66,s67,s68,s69,s70,s71,s72,s73,s74,s75,s76,s77,s78,s79,s80,s81,s82,s83,s84,s85,s86,s87,s88,s89,s90,s91,s92,s93,s94,s95,s96,s97,s98,s99,s100,s101,s102,s103,s104,s105,s106,s107,s108,s109,s110,s111,s112,s113,s114,s115,s116,s117,s118,s119,s120,s121,s122,s123,s124,s125,s126,s127,s128,s129,s130,s131,s132,s133,s134,s135,s136,s137,s138,s139,s140,s141,s142,s143,s144,s145,s146,s147,s148,s149,s150,s151,s152,s153,s154,s155,s156,s157,s158,s159,s160,s161,s162,s163,s164,s165,s166,s167,s168,s169,s170,s171,s172,s173,s174,s175,s176,s177,s178,s179,s180,s181,s182,s183,s184,s185,s186,s187,s188,s189,s190,s191,s192,s193,s194,s195,s196,s197,s198,s199,s200,s201,s202,s203,s204,s205,s206,s207,s208,s209,s210,s211,s212,s213,s214,s215,s216,s217,s218,s219,s220,s221,s222,s223,s224,s225,s226,s227,s228,s229,s230,s231,s232,s233,s234,s235,s236,s237,s238,s239,s240,s241,s242,s243,s244,s245,s246,s247,s248,s249,s250
144,15692,16292,16438,18092,1.20,1.53,135,113,90,113,113,90,90,113,90,113,113,113,90,90,90,113,113,90,90,113,113,135,90,113,113,90,113,113,90,90,113,90,113,113,113,113,113,90,113,113,90,113,113,135,113,90,90,135,113,90,90,113,113,90,90,90,113,90,113,113,113,113,113,90,135,90,90,90,113,113,90,90,90,113,113,90,90,90,113,113,90,90,113,135,90,113,135,90,113,90,90,113,90,113,90,113,113,113,113,90,90,90,113,113,90,135,113,113,113,113,113,90,90,90,90,90,113,113,90,113,90,113,90,113,113,113,113,90,90,113,113,113,113,113,135,135,113,113,113,135,90,113,135,90,90,113,113,113,90,90,113,90,113,113,113,135,135,90,90,113,90,90,113,113,113,113,90,113,113,113,90,113,113,113,90,113,90,113,113,113,135,90,90,135,113,113,113,90,113,90,135,113,113,113,90,113,113,113,113,113,113,113,113,113,135,113,113,90,90,90,113,135,90,90,113,90,90,113,90,113,90,113,113,135,90,90,113,113,113,135,90,90,90,113,90,90,135,113,90,90,90,113,113,90,113,90,113,113,113,135
145,15798,16398,16642,18198,1.59,1.15,135,113,90,113,113,90,90,113,90,113,113,113,90,90,90,113,113,90,90,113,113,135,90,113,113,90,113,113,90,90,113,90,113,113,113,113,113,90,113,113,90,113,113,135,113,90,90,135,113,90,90,113,113,90,90,90,113,90,113,113,113,113,113,90,135,90,90,90,113,113,90,90,90,113,113,90,90,90,113,113,90,90,113,135,90,113,135,90,113,90,90,113,90,113,90,113,113,113,113,90,90,90,113,113,90,135,113,113,113,113,113,90,90,90,90,90,113,113,90,113,90,113,90,113,113,113,113,90,90,113,113,113,113,113,135,135,113,113,113,135,90,113,135,90,90,113,113,113,90,90,113,90,113,113,113,135,135,90,90,113,90,90,113,113,113,113,90,113,113,113,90,113,113,113,90,113,90,113,113,113,135,90,90,135,113,113,113,90,113,90,135,113,113,113,90,113,113,113,113,113,113,113,113,113,135,113,113,90,90,90,113,135,90,90,113,90,90,113,90,113,90,113,113,135,90,90,113,113,113,135,90,90,90,113,90,90,135,113,90,90,90,113,113,90,113,90,113,113,113,135
146,15861,16461,17020,18261,1.39,1.93,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68
147,15957,16557,16669,18357,1.15,1.35,90,68,68,68,90,68,68,68,68,90,68,90,68,68,68,90,90,68,68,90,68,90,68,68,90,68,68,90,68,68,90,68,90,90,68,68,68,68,68,90,68,90,68,90,68,68,68,90,90,68,68,68,68,68,68,68,90,68,90,68,68,68,68,68,90,68,68,68,90,90,68,68,68,90,90,68,68,68,90,90,68,68,68,90,68,68,90,68,68,68,68,90,68,68,68,90,90,68,90,68,68,68,68,68,68,90,68,68,68,68,68,68,68,68,68,68,90,68,68,68,68,68,68,68,90,90,90,68,68,68,68,68,68,90,90,90,90,68,68,90,68,68,90,68,68,90,68,68,68,68,68,68,90,90,90,90,90,68,68,90,68,68,90,68,68,68,68,68,68,68,68,90,68,68,68,68,68,68,68,90,90,68,68,90,68,90,68,68,68,68,90,68,68,68,68,68,68,68,68,68,90,68,68,90,90,90,68,68,68,68,90,90,68,68,90,68,68,68,68,68,68,68,90,90,68,68,90,68,68,90,68,68,68,90,68,68,90,90,68,68,68,90,68,68,90,68,90,68,90,90
148,16006,16606,16711,18406,1.80,1.76,90,68,68,68,90,68,68,68,68,90,68,90,68,68,68,90,90,68,68,90,68,90,68,68,90,68,68,90,68,68,90,68,90,90,68,68,68,68,68,90,68,90,68,90,68,68,68,90,90,68,68,68,68,68,68,68,90,68,90,68,68,68,68,68,90,68,68,68,90,90,68,68,68,90,90,68,68,68,90,90,68,68,68,90,68,68,90,68,68,68,68,90,68,68,68,90,90,68,90,68,68,68,68,68,68,90,68,68,68,68,68,68,68,68,68,68,90,68,68,68,68,68,68,68,90,90,90,68,68,68,68,68,68,90,90,90,90,68,68,90,68,68,90,68,68,90,68,68,68,68,68,68,90,90,90,90,90,68,68,90,68,68,90,68,68,68,68,68,68,68,68,90,68,68,68,68,68,68,68,90,90,68,68,90,68,90,68,68,68,68,90,68,68,68,68,68,68,68,68,68,90,68,68,90,90,90,68,68,68,68,90,90,68,68,90,68,68,68,68,68,68,68,90,90,68,68,90,68,68,90,68,68,68,90,68,68,90,90,68,68,68,90,68,68,90,68,90,68,90,90
149,16132,16732,17160,18532,1.84,1.77,135,113,90,113,113,90,90,113,90,113,113,113,90,90,90,113,113,90,90,113,113,135,90,113,113,90,113,113,90,90,113,90,113,113,113,113,113,90,113,113,90,113,113,135,113,90,90,135,113,90,90,113,113,90,90,90,113,90,113,113,113,113,113,90,135,90,90,90,113,113,90,90,90,113,113,90,90,90,113,113,90,90,113,135,90,113,135,90,113,90,90,113,90,113,90,113,113,113,113,90,90,90,113,113,90,135,113,113,113,113,113,90,90,90,90,90,113,113,90,113,90,113,90,113,113,113,113,90,90,113,113,113,113,113,135,135,113,113,113,135,90,113,135,90,90,113,113,113,90,90,113,90,113,113,113,135,135,90,90,113,90,90,113,113,113,113,90,113,113,113,90,113,113,113,90,113,90,113,113,113,135,90,90,135,113,113,113,90,113,90,135,113,113,113,90,113,113,113,113,113,113,113,113,113,135,113,113,90,90,90,113,135,90,90,113,90,90,113,90,113,90,113,113,135,90,90,113,113,113,135,90,90,90,113,90,90,135,113,90,90,90,113,113,90,113,90,113,113,113,135
150,16517,17117,17351,18917,1.74,1.84,135,113,90,113,113,90,90,113,90,113,113,113,90,90,90,113,113,90,90,113,113,135,90,113,113,90,113,113,90,90,113,90,113,113,113,113,113,90,113,113,90,113,113,135,113,90,90,135,113,90,90,113,113,90,90,90,113,90,113,113,113,113,113,90,135,90,90,90,113,113,90,90,90,113,113,90,90,90,113,113,90,90,113,135,90,113,135,90,113,90,90,113,90,113,90,113,113,113,113,90,90,90,113,113,90,135,113,113,113,113,113,90,90,90,90,90,113,113,90,113,90,113,90,113,113,113,113,90,90,113,113,113,113,113,135,135,113,113,113,135,90,113,135,90,90,113,113,113,90,90,113,90,113,113,113,135,135,90,90,113,90,90,113,113,113,113,90,113,113,113,90,113,113,113,90,113,90,113,113,113,135,90,90,135,113,113,113,90,113,90,135,113,113,113,90,113,113,113,113,113,113,113,113,113,135,113,113,90,90,90,113,135,90,90,113,90,90,113,90,113,90,113,113,135,90,90,113,113,113,135,90,90,90,113,90,90,135,113,90,90,90,113,113,90,113,90,113,113,113,135
151,16679,17279,17837,19079,1.07,1.36,90,68,68,68,90,68,68,68,68,90,68,90,68,68,68,90,90,68,68,90,68,90,68,68,90,68,68,90,68,68,90,68,90,90,68,68,68,68,68,90,68,90,68,90,68,68,68,90,90,68,68,68,68,68,68,68,90,68,90,68,68,68,68,68,90,68,68,68,90,90,68,68,68,90,90,68,68,68,90,90,68,68,68,90,68,68,90,68,68,68,68,90,68,68,68,90,90,68,90,68,68,68,68,68,68,90,68,68,68,68,68,68,68,68,68,68,90,68,68,68,68,68,68,68,90,90,90,68,68,68,68,68,68,90,90,90,90,68,68,90,68,68,90,68,68,90,68,68,68,68,68,68,90,90,90,90,90,68,68,90,68,68,90,68,68,68,68,68,68,68,68,90,68,68,68,68,68,68,68,90,90,68,68,90,68,90,68,68,68,68,90,68,68,68,68,68,68,68,68,68,90,68,68,90,90,90,68,68,68,68,90,90,68,68,90,68,68,68,68,68,68,68,90,90,68,68,90,68,68,90,68,68,68,90,68,68,90,90,68,68,68,90,68,68,90,68,90,68,90,90
152,16849,17449,17828,19249,1.68,1.77,135,113,90,113,113,90,90,113,90,113,113,113,90,90,90,113,113,90,90,113,113,135,90,113,113,90,113,113,90,90,113,90,113,113,113,113,113,90,113,113,90,113,113,135,113,90,90,135,113,90,90,113,113,90,90,90,113,90,113,113,113,113,113,90,135,90,90,90,113,113,90,90,90,113,113,90,90,90,113,113,90,90,113,135,90,113,135,90,113,90,90,113,90,113,90,113,113,113,113,90,90,90,113,113,90,135,113,113,113,113,113,90,90,90,90,90,113,113,90,113,90,113,90,113,113,113,113,90,90,113,113,113,113,113,135,135,113,113,113,135,90,113,135,90,90,113,113,113,90,90,113,90,113,113,113,135,135,90,90,113,90,90,113,113,113,113,90,113,113,113,90,113,113,113,90,113,90,113,113,113,135,90,90,135,113,113,113,90,113,90,135,113,113,113,90,113,113,113,113,113,113,113,113,113,135,113,113,90,90,90,113,135,90,90,113,90,90,113,90,113,90,113,113,135,90,90,113,113,113,135,90,90,90,113,90,90,135,113,90,90,90,113,113,90,113,90,113,113,113,135
153,17033,17633,18103,19433,1.36,1.77,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68
154,17134,17734,18043,19534,1.73,1.75,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68
155,17207,17807,18008,19607,1.69,1.11,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68
156,17370,17970,18319,19770,1.53,1.18,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68
157,17480,18080,18522,19880,1.45,1.45,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68
158,17727,18327,18394,20127,1.29,1.37,135,113,90,113,113,90,90,113,90,113,113,113,90,90,90,113,113,90,90,113,113,135,90,113,113,90,113,113,90,90,113,90,113,113,113,113,113,90,113,113,90,113,113,135,113,90,90,135,113,90,90,113,113,90,90,90,113,90,113,113,113,113,113,90,135,90,90,90,113,113,90,90,90,113,113,90,90,90,113,113,90,90,113,135,90,113,135,90,113,90,90,113,90,113,90,113,113,113,113,90,90,90,113,113,90,135,113,113,113,113,113,90,90,90,90,90,113,113,90,113,90,113,90,113,113,113,113,90,90,113,113,113,113,113,135,135,113,113,113,135,90,113,135,90,90,113,113,113,90,90,113,90,113,113,113,135,135,90,90,113,90,90,113,113,113,113,90,113,113,113,90,113,113,113,90,113,90,113,113,113,135,90,90,135,113,113,113,90,113,90,135,113,113,113,90,113,113,113,113,113,113,113,113,113,135,113,113,90,90,90,113,135,90,90,113,90,90,113,90,113,90,113,113,135,90,90,113,113,113,135,90,90,90,113,90,90,135,113,90,90,90,113,113,90,113,90,113,113,113,135
159,17729,18329,18886,20129,1.49,1.33,135,113,90,113,113,90,90,113,90,113,113,113,90,90,90,113,113,90,90,113,113,135,90,113,113,90,113,113,90,90,113,90,113,113,113,113,113,90,113,113,90,113,113,135,113,90,90,135,113,90,90,113,113,90,90,90,113,90,113,113,113,113,113,90,135,90,90,90,113,113,90,90,90,113,113,90,90,90,113,113,90,90,113,135,90,113,135,90,113,90,90,113,90,113,90,113,113,113,113,90,90,90,113,113,90,135,113,113,113,113,113,90,90,90,90,90,113,113,90,113,90,113,90,113,113,113,113,90,90,113,113,113,113,113,135,135,113,113,113,135,90,113,135,90,90,113,113,113,90,90,113,90,113,113,113,135,135,90,90,113,90,90,113,113,113,113,90,113,113,113,90,113,113,113,90,113,90,113,113,113,135,90,90,135,113,113,113,90,113,90,135,113,113,113,90,113,113,113,113,113,113,113,113,113,135,113,113,90,90,90,113,135,90,90,113,90,90,113,90,113,90,113,113,135,90,90,113,113,113,135,90,90,90,113,90,90,135,113,90,90,90,113,113,90,113,90,113,113,113,135
160,17852,18452,18899,20252,1.10,1.25,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68
161,18142,18742,18821,20542,1.33,1.43,135,113,90,113,113,90,90,113,90,113,113,113,90,90,90,113,113,90,90,113,113,135,90,113,113,90,113,113,90,90,113,90,113,113,113,113,113,90,113,113,90,113,113,135,113,90,90,135,113,90,90,113,113,90,90,90,113,90,113,113,113,113,113,90,135,90,90,90,113,113,90,90,90,113,113,90,90,90,113,113,90,90,113,135,90,113,135,90,113,90,90,113,90,113,90,113,113,113,113,90,90,90,113,113,90,135,113,113,113,113,113,90,90,90,90,90,113,113,90,113,90,113,90,113,113,113,113,90,90,113,113,113,113,113,135,135,113,113,113,135,90,113,135,90,90,113,113,113,90,90,113,90,113,113,113,135,135,90,90,113,90,90,113,113,113,113,90,113,113,113,90,113,113,113,90,113,90,113,113,113,135,90,90,135,113,113,113,90,113,90,135,113,113,113,90,113,113,113,113,113,113,113,113,113,135,113,113,90,90,90,113,135,90,90,113,90,90,113,90,113,90,113,113,135,90,90,113,113,113,135,90,90,90,113,90,90,135,113,90,90,90,113,113,90,113,90,113,113,113,135
162,18145,18745,19103,20545,1.28,1.67,135,113,90,113,113,90,90,113,90,113,113,113,90,90,90,113,113,90,90,113,113,135,90,113,113,90,113,113,90,90,113,90,113,113,113,113,113,90,113,113,90,113,113,135,113,90,90,135,113,90,90,113,113,90,90,90,113,90,113,113,113,113,113,90,135,90,90,90,113,113,90,90,90,113,113,90,90,90,113,113,90,90,113,135,90,113,135,90,113,90,90,113,90,113,90,113,113,113,113,90,90,90,113,113,90,135,113,113,113,113,113,90,90,90,90,90,113,113,90,113,90,113,90,113,113,113,113,90,90,113,113,113,113,113,135,135,113,113,113,135,90,113,135,90,90,113,113,113,90,90,113,90,113,113,113,135,135,90,90,113,90,90,113,113,113,113,90,113,113,113,90,113,113,113,90,113,90,113,113,113,135,90,90,135,113,113,113,90,113,90,135,113,113,113,90,113,113,113,113,113,113,113,113,113,135,113,113,90,90,90,113,135,90,90,113,90,90,113,90,113,90,113,113,135,90,90,113,113,113,135,90,90,90,113,90,90,135,113,90,90,90,113,113,90,113,90,113,113,113,135
163,18323,18923,19512,20723,1.80,1.54,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68
164,18402,19002,19116,20802,1.29,1.08,90,68,68,68,90,68,68,68,68,90,68,90,68,68,68,90,90,68,68,90,68,90,68,68,90,68,68,90,68,68,90,68,90,90,68,68,68,68,68,90,68,90,68,90,68,68,68,90,90,68,68,68,68,68,68,68,90,68,90,68,68,68,68,68,90,68,68,68,90,90,68,68,68,90,90,68,68,68,90,90,68,68,68,90,68,68,90,68,68,68,68,90,68,68,68,90,90,68,90,68,68,68,68,68,68,90,68,68,68,68,68,68,68,68,68,68,90,68,68,68,68,68,68,68,90,90,90,68,68,68,68,68,68,90,90,90,90,68,68,90,68,68,90,68,68,90,68,68,68,68,68,68,90,90,90,90,90,68,68,90,68,68,90,68,68,68,68,68,68,68,68,90,68,68,68,68,68,68,68,90,90,68,68,90,68,90,68,68,68,68,90,68,68,68,68,68,68,68,68,68,90,68,68,90,90,90,68,68,68,68,90,90,68,68,90,68,68,68,68,68,68,68,90,90,68,68,90,68,68,90,68,68,68,90,68,68,90,90,68,68,68,90,68,68,90,68,90,68,90,90
165,18552,19152,19699,20952,1.75,1.88,90,68,68,68,90,68,68,68,68,90,68,90,68,68,68,90,90,68,68,90,68,90,68,68,90,68,68,90,68,68,90,68,90,90,68,68,68,68,68,90,68,90,68,90,68,68,68,90,90,68,68,68,68,68,68,68,90,68,90,68,68,68,68,68,90,68,68,68,90,90,68,68,68,90,90,68,68,68,90,90,68,68,68,90,68,68,90,68,68,68,68,90,68,68,68,90,90,68,90,68,68,68,68,68,68,90,68,68,68,68,68,68,68,68,68,68,90,68,68,68,68,68,68,68,90,90,90,68,68,68,68,68,68,90,90,90,90,68,68,90,68,68,90,68,68,90,68,68,68,68,68,68,90,90,90,90,90,68,68,90,68,68,90,68,68,68,68,68,68,68,68,90,68,68,68,68,68,68,68,90,90,68,68,90,68,90,68,68,68,68,90,68,68,68,68,68,68,68,68,68,90,68,68,90,90,90,68,68,68,68,90,90,68,68,90,68,68,68,68,68,68,68,90,90,68,68,90,68,68,90,68,68,68,90,68,68,90,90,68,68,68,90,68,68,90,68,90,68,90,90
166,18596,19196,19506,20996,1.68,1.08,90,68,68,68,90,68,68,68,68,90,68,90,68,68,68,90,90,68,68,90,68,90,68,68,90,68,68,90,68,68,90,68,90,90,68,68,68,68,68,90,68,90,68,90,68,68,68,90,90,68,68,68,68,68,68,68,90,68,90,68,68,68,68,68,90,68,68,68,90,90,68,68,68,90,90,68,68,68,90,90,68,68,68,90,68,68,90,68,68,68,68,90,68,68,68,90,90,68,90,68,68,68,68,68,68,90,68,68,68,68,68,68,68,68,68,68,90,68,68,68,68,68,68,68,90,90,90,68,68,68,68,68,68,90,90,90,90,68,68,90,68,68,90,68,68,90,68,68,68,68,68,68,90,90,90,90,90,68,68,90,68,68,90,68,68,68,68,68,68,68,68,90,68,68,68,68,68,68,68,90,90,68,68,90,68,90,68,68,68,68,90,68,68,68,68,68,68,68,68,68,90,68,68,90,90,90,68,68,68,68,90,90,68,68,90,68,68,68,68,68,68,68,90,90,68,68,90,68,68,90,68,68,68,90,68,68,90,90,68,68,68,90,68,68,90,68,90,68,90,90
167,18605,19205,19798,21005,1.74,1.54,135,113,90,113,113,90,90,113,90,113,113,113,90,90,90,113,113,90,90,113,113,135,90,113,113,90,113,113,90,90,113,90,113,113,113,113,113,90,113,113,90,113,113,135,113,90,90,135,113,90,90,113,113,90,90,90,113,90,113,113,113,113,113,90,135,90,90,90,113,113,90,90,90,113,113,90,90,90,113,113,90,90,113,135,90,113,135,90,113,90,90,113,90,113,90,113,113,113,113,90,90,90,113,113,90,135,113,113,113,113,113,90,90,90,90,90,113,113,90,113,90,113,90,113,113,113,113,90,90,113,113,113,113,113,135,135,113,113,113,135,90,113,135,90,90,113,113,113,90,90,113,90,113,113,113,135,135,90,90,113,90,90,113,113,113,113,90,113,113,113,90,113,113,113,90,113,90,113,113,113,135,90,90,135,113,113,113,90,113,90,135,113,113,113,90,113,113,113,113,113,113,113,113,113,135,113,113,90,90,90,113,135,90,90,113,90,90,113,90,113,90,113,113,135,90,90,113,113,113,135,90,90,90,113,90,90,135,113,90,90,90,113,113,90,113,90,113,113,113,135
168,18678,19278,19350,21078,1.51,1.32,90,68,68,68,90,68,68,68,68,90,68,90,68,68,68,90,90,68,68,90,68,90,68,68,90,68,68,90,68,68,90,68,90,90,68,68,68,68,68,90,68,90,68,90,68,68,68,90,90,68,68,68,68,68,68,68,90,68,90,68,68,68,68,68,90,68,68,68,90,90,68,68,68,90,90,68,68,68,90,90,68,68,68,90,68,68,90,68,68,68,68,90,68,68,68,90,90,68,90,68,68,68,68,68,68,90,68,68,68,68,68,68,68,68,68,68,90,68,68,68,68,68,68,68,90,90,90,68,68,68,68,68,68,90,90,90,90,68,68,90,68,68,90,68,68,90,68,68,68,68,68,68,90,90,90,90,90,68,68,90,68,68,90,68,68,68,68,68,68,68,68,90,68,68,68,68,68,68,68,90,90,68,68,90,68,90,68,68,68,68,90,68,68,68,68,68,68,68,68,68,90,68,68,90,90,90,68,68,68,68,90,90,68,68,90,68,68,68,68,68,68,68,90,90,68,68,90,68,68,90,68,68,68,90,68,68,90,90,68,68,68,90,68,68,90,68,90,68,90,90
